,return,max_loss,shape,loc,scale
2022-01-01 00:01:00+00:00,0.0031277958127184924,0.11007233612903011,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 01:01:00+00:00,0.008666971377813137,0.07820752815361764,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 02:01:00+00:00,0.0005472692814478819,0.0750525897850407,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 03:01:00+00:00,-0.0003361928086698107,0.08464226001275721,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 04:01:00+00:00,-0.002632240007116593,0.2772316861550883,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 05:01:00+00:00,0.014629548786959656,0.26985845582494505,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 06:01:00+00:00,-0.009872383024794873,0.17725983725953576,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 07:01:00+00:00,0.00805145223510273,0.16837190855182316,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 08:01:00+00:00,-0.0032542287014269977,0.12615907020838701,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 09:01:00+00:00,-0.003225320465655157,0.11477713156029523,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 10:01:00+00:00,-0.011380651585246593,0.256203559935797,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 11:01:00+00:00,-0.003845060366308717,0.12637484649447028,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 12:01:00+00:00,0.012472268075547355,0.09641185509908778,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 13:01:00+00:00,-0.004178069317894995,0.12503110140047458,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 14:01:00+00:00,-0.008501044292341664,0.1059943516531936,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 15:01:00+00:00,0.007820125951740753,0.17539366477767881,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 16:01:00+00:00,-0.007376392898078565,0.100012637779745,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 17:01:00+00:00,0.0026019228662910177,0.14378796470913002,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 18:01:00+00:00,-0.004407424057734088,0.16506482902893804,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 19:01:00+00:00,-0.008338052444711863,0.11084665340891364,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 20:01:00+00:00,0.004982458449742655,0.10097158966695385,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 21:01:00+00:00,-0.003216556349849853,0.1843413083292722,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 22:01:00+00:00,0.0008572582664290174,0.10680554223997385,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-01 23:01:00+00:00,0.010089695899895279,0.13667249829714123,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-02 00:01:00+00:00,0.0014671720947712075,0.12934316416971514,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-02 01:01:00+00:00,-0.006166523814743474,0.12034182927219694,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-02 02:01:00+00:00,-0.0002764463204463219,0.08094642146595499,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-02 03:01:00+00:00,-0.0014811190245711536,0.08794257978584907,0.32846771251159396,-0.05850736465592662,0.18469752767621367
2022-01-02 04:01:00+00:00,5.686146463124153e-05,0.2386869699885663,0.32846771251159396,-0.05850736465592662,0.18469752767621367
